"id","sc_marital","sc_household_size","sc_weekly_contact_parents","sc_weekly_contact_children","sc_perceived_support","sc_act_interact_friends","sc_act_mahjong","sc_act_help_others","sc_act_sport_club","sc_act_community_org","sc_act_volunteer","sc_act_care_sick","sc_act_education","sc_act_stock","sc_act_internet","Z_SC_Structural","Z_SC_Support","Z_SC_Strain","Z_SC_Engagement","Z_SC_Total"
325306303001,0,4,0,1,1,3,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.160875001099002,0.233790715258665
325306303002,0,4,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306304001,0,4,0,1,NA,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,NA,NA,0.26898862438446,NA
325306304002,0,4,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306305001,0,5,1,NA,NA,4,2,4,4,4,4,4,4,4,4,1.75888155574253,NA,NA,-0.0320578927002482,NA
325306305002,0,5,1,NA,NA,4,3,4,4,4,4,4,4,4,4,1.75888155574253,NA,NA,0.118465365842106,NA
325306307001,0,3,0,0,1,4,4,4,4,4,4,4,4,4,4,-1.70366154933702,0.648632701796546,NA,0.26898862438446,-0.262013407718672
325306307002,0,3,0,0,1,4,3,4,4,4,4,4,4,4,4,-1.70366154933702,0.648632701796546,NA,0.118465365842106,-0.31218782723279
325306308001,0,2,0,1,1,4,2,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.0320578927002482,0.169479750658915
325306308002,0,2,0,1,NA,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,NA,NA,0.26898862438446,NA
325306309001,0,3,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306309002,0,3,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306310001,0,2,0,1,0,4,4,4,4,2,4,4,4,4,4,-0.108135557119554,-1.54161508074969,NA,-0.826586755641866,-0.825445797837037
325306310002,0,2,0,1,0,1,4,4,4,4,4,4,4,4,4,-0.108135557119554,-1.54161508074969,NA,-0.0553522454719137,-0.568367627780386
325306311001,0,3,0,1,1,4,1,4,1,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.696631455261981,-0.0520447701949964
325306311002,0,3,0,1,1,4,2,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.0320578927002482,0.169479750658915
325306312001,0,8,0,1,0,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,-1.54161508074969,NA,0.26898862438446,-0.460254004494928
325306312002,0,8,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306313001,0,3,0,1,NA,1,4,4,4,4,4,4,4,4,4,-0.108135557119554,NA,NA,-0.0553522454719137,NA
325306313002,0,3,0,1,0,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,-1.54161508074969,NA,0.26898862438446,-0.460254004494928
325306314001,0,4,1,1,1,4,4,3,4,4,4,4,4,4,4,1.05556115331844,0.648632701796546,NA,0.0254281173525558,0.576540657489179
325306314002,0,4,1,1,1,2,4,3,4,4,4,4,4,4,4,1.05556115331844,0.648632701796546,NA,-0.19079912921836,0.504464908632207
325306315001,0,5,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306315002,0,5,0,1,NA,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,NA,NA,0.26898862438446,NA
325306316001,0,2,0,0,0,4,4,4,4,4,4,4,4,4,4,-1.70366154933702,-1.54161508074969,NA,0.26898862438446,-0.992096001900751
325306316002,0,2,0,0,0,4,2,4,4,4,4,4,4,4,4,-1.70366154933702,-1.54161508074969,NA,-0.0320578927002482,-1.09244484092899
325306317001,0,5,NA,1,1,4,4,4,4,4,4,4,4,4,4,0.352240750894342,0.648632701796546,NA,0.26898862438446,0.423287359025116
325306317002,0,5,NA,1,1,1,1,4,4,4,4,4,4,4,4,0.352240750894342,0.648632701796546,NA,-0.506922021098976,0.164650477197304
